                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3846,                  0.125,                      1,                 1.3887,                 0.0991,                 0.0001,                 0.0001
                      2,                 1.1797,                  0.375,                      1,                 1.3438,               0.097297,             0.00029703,             0.00029703
                      3,                0.78752,                   0.75,                      1,                 1.2734,                0.09549,              0.0004901,              0.0004901
                      4,                0.58075,                   0.75,                      1,                 1.1807,               0.093679,             0.00067921,             0.00067921
                      5,                0.19393,                   0.75,                      1,                 1.1035,               0.091864,             0.00086436,             0.00086436
                      6,                0.10972,                   0.75,                      1,                  1.042,               0.090046,              0.0010455,              0.0010455
                      7,                0.03695,                   0.75,                      1,                 1.0039,               0.088223,              0.0012228,              0.0012228
                      8,                0.01877,                   0.75,                      1,                0.99512,               0.086396,               0.001396,               0.001396
                      9,                0.00645,                   0.75,                      1,                0.99414,               0.084565,              0.0015654,              0.0015654
                     10,                0.07161,                   0.75,                      1,                0.99365,               0.082731,              0.0017307,              0.0017307
                     11,                0.00083,                   0.75,                      1,                0.99365,               0.080892,              0.0018921,              0.0018921
                     12,                0.00233,                   0.75,                      1,                0.99365,                0.07905,              0.0020495,              0.0020495
                     13,                0.00079,                   0.75,                      1,                0.99365,               0.077203,               0.002203,               0.002203
                     14,                0.08411,                   0.75,                      1,                0.99365,               0.075353,              0.0023525,              0.0023525
                     15,                0.00267,                   0.75,                      1,                0.99365,               0.073498,              0.0024981,              0.0024981
                     16,                0.04507,                   0.75,                      1,                0.99805,                0.07164,              0.0026396,              0.0026396
                     17,                0.05361,                  0.625,                      1,                 1.1162,               0.069777,              0.0027773,              0.0027773
                     18,                 0.0018,                  0.625,                      1,                 1.1143,               0.067911,              0.0029109,              0.0029109
                     19,                0.00232,                    0.5,                      1,                 1.2207,               0.066041,              0.0030407,              0.0030407
                     20,                0.02563,                  0.625,                      1,                 1.1426,               0.064166,              0.0031664,              0.0031664
                     21,                0.10239,                   0.75,                      1,                 1.0166,               0.062288,              0.0032882,              0.0032882
                     22,                0.19614,                  0.625,                      1,                 1.1299,               0.060406,               0.003406,               0.003406
                     23,                 0.2655,                  0.625,                      1,                 1.1113,                0.05852,              0.0035199,              0.0035199
                     24,                0.05144,                  0.375,                      1,                 1.2949,                0.05663,              0.0036298,              0.0036298
                     25,                0.39078,                  0.625,                      1,                 1.1191,               0.054736,              0.0037358,              0.0037358
                     26,                0.35477,                  0.625,                      1,                 1.1152,               0.052838,              0.0038378,              0.0038378
                     27,                0.30741,                    0.5,                      1,                 1.2422,               0.050936,              0.0039358,              0.0039358
                     28,                0.27645,                    0.5,                      1,                 1.2422,                0.04903,              0.0040299,              0.0040299
                     29,                0.25876,                    0.5,                      1,                 1.2441,                0.04712,                0.00412,                0.00412
                     30,                0.03288,                    0.5,                      1,                 1.2441,               0.045206,              0.0042061,              0.0042061
                     31,                0.34519,                    0.5,                      1,                 1.2441,               0.043288,              0.0042883,              0.0042883
                     32,                0.26987,                   0.25,                      1,                 1.4356,               0.041367,              0.0043665,              0.0043665
                     33,                0.30779,                   0.25,                      1,                 1.4893,               0.039441,              0.0044408,              0.0044408
                     34,                0.05967,                   0.25,                      1,                 1.4893,               0.037511,              0.0045111,              0.0045111
                     35,                0.46501,                  0.125,                      1,                 1.5781,               0.035577,              0.0045775,              0.0045775
                     36,                0.12498,                   0.25,                      1,                 1.5244,                0.03364,              0.0046399,              0.0046399
                     37,                0.79169,                   0.25,                      1,                 1.5244,               0.031698,              0.0046983,              0.0046983
                     38,                0.11611,                  0.375,                      1,                 1.3613,               0.029753,              0.0047528,              0.0047528
                     39,                0.24133,                    0.5,                      1,                 1.2549,               0.027803,              0.0048033,              0.0048033
                     40,                0.25962,                    0.5,                      1,                 1.2549,                0.02585,              0.0048498,              0.0048498
                     41,                0.09795,                    0.5,                      1,                 1.2178,               0.023892,              0.0048924,              0.0048924
                     42,                0.09457,                  0.625,                      1,                 1.1055,               0.021931,               0.004931,               0.004931
                     43,                0.09699,                  0.625,                      1,                 1.1055,               0.019966,              0.0049657,              0.0049657
                     44,                0.27328,                    0.5,                      1,                 1.1484,               0.017996,              0.0049964,              0.0049964
                     45,                0.08002,                    0.5,                      1,                 1.1484,               0.016023,              0.0050232,              0.0050232
                     46,                0.12408,                   0.75,                      1,                 1.0762,               0.014046,               0.005046,               0.005046
                     47,                0.20359,                   0.75,                      1,                 1.0762,               0.012065,              0.0050648,              0.0050648
                     48,                0.21593,                  0.625,                      1,                 1.0918,                0.01008,              0.0050797,              0.0050797
                     49,                0.10804,                  0.625,                      1,                 1.0918,              0.0080906,              0.0050906,              0.0050906
                     50,                 0.1654,                    0.5,                      1,                 1.1758,              0.0060975,              0.0050975,              0.0050975
                     51,                0.13759,                    0.5,                      1,                 1.1758,                0.00505,                0.00505,                0.00505
                     52,                0.01555,                  0.625,                      1,                 1.1699,               0.004951,               0.004951,               0.004951
                     53,                0.36419,                  0.625,                      1,                 1.1699,               0.004852,               0.004852,               0.004852
                     54,                0.16109,                  0.625,                      1,                 1.1113,               0.004753,               0.004753,               0.004753
                     55,                0.18127,                  0.625,                      1,                 1.1113,               0.004654,               0.004654,               0.004654
                     56,                0.40245,                  0.625,                      1,                 1.1152,               0.004555,               0.004555,               0.004555
                     57,                0.28835,                  0.625,                      1,                 1.1152,               0.004456,               0.004456,               0.004456
                     58,                0.28095,                  0.625,                      1,                 1.0625,               0.004357,               0.004357,               0.004357
                     59,                0.33246,                  0.625,                      1,                 1.0625,               0.004258,               0.004258,               0.004258
                     60,                 0.2362,                   0.75,                      1,                 1.0342,               0.004159,               0.004159,               0.004159
                     61,                0.16258,                   0.75,                      1,                 1.0342,                0.00406,                0.00406,                0.00406
                     62,                0.09764,                   0.75,                      1,                0.99414,               0.003961,               0.003961,               0.003961
                     63,                 0.1136,                   0.75,                      1,                0.99414,               0.003862,               0.003862,               0.003862
                     64,                0.15291,                   0.75,                      1,                0.99463,               0.003763,               0.003763,               0.003763
                     65,                0.22469,                   0.75,                      1,                0.99463,               0.003664,               0.003664,               0.003664
                     66,                0.04822,                   0.75,                      1,                0.99463,               0.003565,               0.003565,               0.003565
                     67,                0.04247,                   0.75,                      1,                0.99463,               0.003466,               0.003466,               0.003466
                     68,                0.23593,                   0.75,                      1,                0.99512,               0.003367,               0.003367,               0.003367
                     69,                0.34147,                   0.75,                      1,                0.99512,               0.003268,               0.003268,               0.003268
                     70,                0.17758,                   0.75,                      1,                0.99561,               0.003169,               0.003169,               0.003169
                     71,                0.07401,                   0.75,                      1,                0.99561,                0.00307,                0.00307,                0.00307
                     72,                0.39255,                   0.75,                      1,                0.99707,               0.002971,               0.002971,               0.002971
                     73,                0.29362,                   0.75,                      1,                0.99707,               0.002872,               0.002872,               0.002872
                     74,                 0.2258,                   0.75,                      1,                 1.0205,               0.002773,               0.002773,               0.002773
                     75,                 0.2949,                   0.75,                      1,                 1.0205,               0.002674,               0.002674,               0.002674
                     76,                0.13478,                   0.75,                      1,                 1.0439,               0.002575,               0.002575,               0.002575
                     77,                0.08979,                   0.75,                      1,                 1.0439,               0.002476,               0.002476,               0.002476
                     78,                0.22267,                   0.75,                      1,                 1.0127,               0.002377,               0.002377,               0.002377
                     79,                0.36652,                   0.75,                      1,                 1.0127,               0.002278,               0.002278,               0.002278
                     80,                0.03031,                   0.75,                      1,                0.99951,               0.002179,               0.002179,               0.002179
                     81,                0.15955,                   0.75,                      1,                0.99951,                0.00208,                0.00208,                0.00208
                     82,                0.03955,                   0.75,                      1,                0.99854,               0.001981,               0.001981,               0.001981
                     83,                0.02508,                   0.75,                      1,                0.99854,               0.001882,               0.001882,               0.001882
                     84,                0.15938,                   0.75,                      1,                 1.0088,               0.001783,               0.001783,               0.001783
                     85,                0.31091,                   0.75,                      1,                 1.0088,               0.001684,               0.001684,               0.001684
                     86,                0.09008,                  0.625,                      1,                 1.0644,               0.001585,               0.001585,               0.001585
                     87,                0.04235,                  0.625,                      1,                 1.0644,               0.001486,               0.001486,               0.001486
                     88,                0.01299,                  0.625,                      1,                  1.084,               0.001387,               0.001387,               0.001387
                     89,                0.05667,                  0.625,                      1,                  1.084,               0.001288,               0.001288,               0.001288
                     90,                  0.097,                  0.625,                      1,                 1.0762,               0.001189,               0.001189,               0.001189
                     91,                0.09652,                  0.625,                      1,                 1.0762,                0.00109,                0.00109,                0.00109
                     92,                0.08508,                  0.625,                      1,                 1.0732,               0.000991,               0.000991,               0.000991
                     93,                0.02284,                  0.625,                      1,                 1.0732,               0.000892,               0.000892,               0.000892
                     94,                0.17984,                  0.625,                      1,                 1.0615,               0.000793,               0.000793,               0.000793
                     95,                0.14881,                  0.625,                      1,                 1.0615,               0.000694,               0.000694,               0.000694
                     96,                0.04769,                  0.625,                      1,                 1.0527,               0.000595,               0.000595,               0.000595
                     97,                0.18007,                  0.625,                      1,                 1.0527,               0.000496,               0.000496,               0.000496
                     98,                 0.0529,                   0.75,                      1,                 1.0381,               0.000397,               0.000397,               0.000397
                     99,                0.05278,                   0.75,                      1,                 1.0381,               0.000298,               0.000298,               0.000298
                    100,                0.01556,                   0.75,                      1,                 1.0234,               0.000199,               0.000199,               0.000199
