epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,5.68104,1.28446,0.56,1,1.22912,0.0892,0.0012,0.0012
2,9.77973,0.42974,0.44,1,2.25403,0.0774752,0.00247525,0.00247525
3,13.764,0.44072,0.36,1,4.68612,0.0657248,0.00372476,0.00372476
4,17.7717,0.72797,0.32,1,7.64897,0.0539485,0.00494853,0.00494853
5,21.6611,0.76497,0.28,1,10.996,0.0421466,0.00614656,0.00614656
6,25.6315,1.26197,0.4,1,9.63609,0.0303188,0.00731885,0.00731885
7,29.7658,1.22139,0.2,1,6.74691,0.0184654,0.0084654,0.0084654
8,33.7774,1.02864,0.24,1,2.90794,0.009307,0.009307,0.009307
9,37.7137,1.05392,0.12,1,4.1106,0.009208,0.009208,0.009208
10,41.6472,0.91498,0.36,1,3.23881,0.009109,0.009109,0.009109
11,45.5043,1.30681,0.28,1,4.37043,0.00901,0.00901,0.00901
12,49.4737,1.06007,0.44,1,3.37741,0.008911,0.008911,0.008911
13,53.3378,0.95253,0.36,1,6.07659,0.008812,0.008812,0.008812
14,57.2544,0.99668,0.44,1,2.23231,0.008713,0.008713,0.008713
15,61.3054,1.49569,0.56,1,1.70706,0.008614,0.008614,0.008614
16,65.2175,1.03309,0.4,1,2.58942,0.008515,0.008515,0.008515
17,69.2962,1.06512,0.56,1,1.59869,0.008416,0.008416,0.008416
18,73.1731,0.95415,0.4,1,1.86009,0.008317,0.008317,0.008317
19,77.1444,0.96532,0.48,1,2.0176,0.008218,0.008218,0.008218
20,81.1214,0.73325,0.64,1,0.97001,0.008119,0.008119,0.008119
21,85.003,0.85127,0.6,1,1.3081,0.00802,0.00802,0.00802
22,88.8642,0.78182,0.6,1,1.16543,0.007921,0.007921,0.007921
23,92.7322,0.83654,0.64,1,1.08914,0.007822,0.007822,0.007822
24,96.625,0.77916,0.48,1,1.83865,0.007723,0.007723,0.007723
25,100.486,0.76902,0.52,1,1.63442,0.007624,0.007624,0.007624
26,104.307,0.74354,0.48,1,1.81625,0.007525,0.007525,0.007525
27,108.136,0.55959,0.6,1,1.42671,0.007426,0.007426,0.007426
28,112.013,0.75989,0.64,1,1.24849,0.007327,0.007327,0.007327
29,115.864,0.79489,0.48,1,3.31757,0.007228,0.007228,0.007228
30,119.73,0.81848,0.32,1,3.04452,0.007129,0.007129,0.007129
31,123.715,0.85489,0.44,1,1.972,0.00703,0.00703,0.00703
32,127.705,1.01165,0.44,1,1.80741,0.006931,0.006931,0.006931
33,131.554,0.75135,0.64,1,1.14475,0.006832,0.006832,0.006832
34,135.391,0.98158,0.72,1,1.00627,0.006733,0.006733,0.006733
35,139.316,0.8559,0.6,1,1.09663,0.006634,0.006634,0.006634
36,143.246,0.84102,0.6,1,1.11667,0.006535,0.006535,0.006535
37,147.064,0.78557,0.64,1,0.94848,0.006436,0.006436,0.006436
38,150.944,0.64604,0.6,1,1.19957,0.006337,0.006337,0.006337
39,154.774,0.70225,0.56,1,1.19373,0.006238,0.006238,0.006238
40,158.711,0.6321,0.52,1,1.5314,0.006139,0.006139,0.006139
41,162.595,0.6591,0.52,1,2.05553,0.00604,0.00604,0.00604
42,166.427,0.62862,0.48,1,2.0457,0.005941,0.005941,0.005941
43,170.342,0.67405,0.52,1,1.27529,0.005842,0.005842,0.005842
44,174.244,0.69479,0.52,1,1.29614,0.005743,0.005743,0.005743
45,178.077,0.65704,0.6,1,1.21494,0.005644,0.005644,0.005644
46,181.897,0.59514,0.6,1,1.32259,0.005545,0.005545,0.005545
47,185.788,0.61631,0.52,1,1.60462,0.005446,0.005446,0.005446
48,189.695,0.63444,0.6,1,1.59628,0.005347,0.005347,0.005347
49,193.655,0.66368,0.48,1,1.4957,0.005248,0.005248,0.005248
50,197.528,0.52408,0.48,1,1.43727,0.005149,0.005149,0.005149
51,201.311,0.52188,0.52,1,1.50267,0.00505,0.00505,0.00505
52,205.172,0.62475,0.52,1,1.93936,0.004951,0.004951,0.004951
53,209.024,0.45876,0.52,1,1.8603,0.004852,0.004852,0.004852
54,212.868,0.47261,0.6,1,1.72152,0.004753,0.004753,0.004753
55,216.657,0.45639,0.56,1,1.79441,0.004654,0.004654,0.004654
56,220.562,0.51836,0.56,1,1.95999,0.004555,0.004555,0.004555
57,224.393,0.39604,0.48,1,2.26442,0.004456,0.004456,0.004456
58,228.206,0.54133,0.48,1,2.3155,0.004357,0.004357,0.004357
59,232.059,0.41824,0.52,1,1.8671,0.004258,0.004258,0.004258
60,236.028,0.54031,0.52,1,1.54229,0.004159,0.004159,0.004159
61,239.877,0.42706,0.44,1,1.61312,0.00406,0.00406,0.00406
62,243.75,0.34484,0.64,1,1.36277,0.003961,0.003961,0.003961
63,247.598,0.37063,0.52,1,1.38251,0.003862,0.003862,0.003862
64,251.519,0.37116,0.52,1,1.65399,0.003763,0.003763,0.003763
65,255.507,0.47124,0.48,1,1.61855,0.003664,0.003664,0.003664
66,259.343,0.37621,0.52,1,1.79282,0.003565,0.003565,0.003565
67,263.169,0.36318,0.48,1,1.83239,0.003466,0.003466,0.003466
68,267.009,0.37303,0.48,1,1.6827,0.003367,0.003367,0.003367
69,270.849,0.47413,0.6,1,1.71507,0.003268,0.003268,0.003268
70,274.663,0.39011,0.64,1,1.75279,0.003169,0.003169,0.003169
71,278.469,0.40641,0.56,1,1.84736,0.00307,0.00307,0.00307
72,282.348,0.31401,0.64,1,1.75961,0.002971,0.002971,0.002971
73,286.209,0.4515,0.64,1,1.56457,0.002872,0.002872,0.002872
74,290.027,0.2884,0.56,1,1.46332,0.002773,0.002773,0.002773
75,293.87,0.36036,0.56,1,1.38122,0.002674,0.002674,0.002674
76,297.912,0.33771,0.52,1,1.34955,0.002575,0.002575,0.002575
77,301.781,0.30835,0.52,1,1.48133,0.002476,0.002476,0.002476
78,305.624,0.27335,0.56,1,1.54609,0.002377,0.002377,0.002377
79,309.447,0.33613,0.52,1,1.54673,0.002278,0.002278,0.002278
80,313.32,0.3026,0.52,1,1.5811,0.002179,0.002179,0.002179
81,317.153,0.40565,0.52,1,1.64884,0.00208,0.00208,0.00208
82,320.97,0.3144,0.52,1,1.72902,0.001981,0.001981,0.001981
83,324.794,0.24366,0.48,1,1.94674,0.001882,0.001882,0.001882
84,328.691,0.30939,0.48,1,1.9786,0.001783,0.001783,0.001783
85,332.564,0.28483,0.56,1,2.05099,0.001684,0.001684,0.001684
86,336.406,0.30924,0.56,1,2.08956,0.001585,0.001585,0.001585
87,340.234,0.23844,0.56,1,2.13352,0.001486,0.001486,0.001486
88,344.133,0.31759,0.56,1,2.35525,0.001387,0.001387,0.001387
89,347.986,0.25074,0.56,1,2.37817,0.001288,0.001288,0.001288
90,351.79,0.24595,0.56,1,2.41872,0.001189,0.001189,0.001189
91,355.664,0.25326,0.56,1,2.1945,0.00109,0.00109,0.00109
92,359.537,0.25923,0.56,1,2.10755,0.000991,0.000991,0.000991
93,363.378,0.22074,0.56,1,1.9618,0.000892,0.000892,0.000892
94,367.196,0.23602,0.56,1,1.99703,0.000793,0.000793,0.000793
95,371.024,0.21287,0.56,1,1.94014,0.000694,0.000694,0.000694
96,374.939,0.2594,0.52,1,2.0827,0.000595,0.000595,0.000595
97,378.763,0.1637,0.56,1,2.01383,0.000496,0.000496,0.000496
98,382.603,0.16027,0.56,1,2.02291,0.000397,0.000397,0.000397
99,386.636,0.29942,0.52,1,2.09697,0.000298,0.000298,0.000298
100,390.512,0.24137,0.52,1,2.05389,0.000199,0.000199,0.000199
