epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
50,247.585,0.17013,0.4,1,3.13202,0.005149,0.005149,0.005149
51,252.528,0.16451,0.4,1,2.19131,0.00505,0.00505,0.00505
52,257.476,0.1559,0.36,1,2.84463,0.004951,0.004951,0.004951
53,262.374,0.17421,0.28,1,2.86022,0.004852,0.004852,0.004852
54,267.337,0.12794,0.36,1,3.152,0.004753,0.004753,0.004753
55,272.285,0.14621,0.36,1,2.88341,0.004654,0.004654,0.004654
56,277.164,0.12672,0.48,1,2.85386,0.004555,0.004555,0.004555
57,282.09,0.0964,0.4,1,2.19936,0.004456,0.004456,0.004456
58,286.99,0.11442,0.36,1,2.12542,0.004357,0.004357,0.004357
59,291.897,0.11833,0.4,1,2.70292,0.004258,0.004258,0.004258
60,296.846,0.1019,0.48,1,2.69715,0.004159,0.004159,0.004159
61,301.766,0.10902,0.44,1,1.68023,0.00406,0.00406,0.00406
62,306.748,0.09549,0.4,1,2.52777,0.003961,0.003961,0.003961
63,311.626,0.11285,0.44,1,1.80927,0.003862,0.003862,0.003862
64,316.552,0.10399,0.56,1,2.51445,0.003763,0.003763,0.003763
65,321.526,0.10399,0.48,1,2.66874,0.003664,0.003664,0.003664
66,326.532,0.06367,0.36,1,2.70344,0.003565,0.003565,0.003565
67,331.572,0.0862,0.32,1,2.415,0.003466,0.003466,0.003466
68,336.541,0.05332,0.44,1,2.44704,0.003367,0.003367,0.003367
69,341.414,0.10035,0.44,1,2.65786,0.003268,0.003268,0.003268
70,346.307,0.05322,0.4,1,2.8298,0.003169,0.003169,0.003169
71,351.223,0.10337,0.4,1,3.3221,0.00307,0.00307,0.00307
72,356.18,0.08066,0.52,1,3.07255,0.002971,0.002971,0.002971
73,361.056,0.05302,0.4,1,2.60329,0.002872,0.002872,0.002872
74,365.987,0.08182,0.36,1,2.73538,0.002773,0.002773,0.002773
75,370.894,0.06392,0.4,1,3.52047,0.002674,0.002674,0.002674
76,375.741,0.05712,0.44,1,3.24732,0.002575,0.002575,0.002575
77,380.656,0.07121,0.52,1,3.12573,0.002476,0.002476,0.002476
78,385.612,0.04012,0.48,1,2.59206,0.002377,0.002377,0.002377
79,390.478,0.07579,0.44,1,2.70542,0.002278,0.002278,0.002278
80,395.409,0.04437,0.48,1,2.20049,0.002179,0.002179,0.002179
81,400.36,0.06681,0.48,1,2.0221,0.00208,0.00208,0.00208
82,405.237,0.03685,0.44,1,2.15005,0.001981,0.001981,0.001981
83,410.092,0.06349,0.44,1,3.47848,0.001882,0.001882,0.001882
84,414.94,0.04014,0.4,1,2.99547,0.001783,0.001783,0.001783
85,419.826,0.03877,0.28,1,3.57241,0.001684,0.001684,0.001684
86,424.767,0.03408,0.28,1,2.93699,0.001585,0.001585,0.001585
87,429.661,0.04036,0.32,1,2.52564,0.001486,0.001486,0.001486
88,434.502,0.03641,0.32,1,2.90422,0.001387,0.001387,0.001387
89,439.41,0.03067,0.4,1,2.43196,0.001288,0.001288,0.001288
90,444.369,0.04312,0.32,1,3.0443,0.001189,0.001189,0.001189
91,449.264,0.06131,0.32,1,2.66686,0.00109,0.00109,0.00109
92,454.172,0.04581,0.28,1,3.10231,0.000991,0.000991,0.000991
93,459.018,0.04905,0.28,1,3.00615,0.000892,0.000892,0.000892
94,463.92,0.04395,0.32,1,2.90536,0.000793,0.000793,0.000793
95,468.808,0.04587,0.4,1,2.5404,0.000694,0.000694,0.000694
96,473.777,0.03072,0.36,1,2.45782,0.000595,0.000595,0.000595
97,478.681,0.05766,0.4,1,2.87017,0.000496,0.000496,0.000496
98,483.565,0.05356,0.36,1,2.57521,0.000397,0.000397,0.000397
99,488.484,0.01538,0.36,1,3.51576,0.000298,0.000298,0.000298
100,493.453,0.0339,0.36,1,2.74356,0.000199,0.000199,0.000199
