epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
73,549.848,0.13263,0.6,1,2.00843,0.002872,0.002872,0.002872
74,557.304,0.14555,0.32,1,2.19955,0.002773,0.002773,0.002773
75,564.806,0.15821,0.28,1,2.16557,0.002674,0.002674,0.002674
76,572.294,0.1562,0.4,1,2.25797,0.002575,0.002575,0.002575
77,579.786,0.10929,0.36,1,2.24295,0.002476,0.002476,0.002476
78,587.296,0.11832,0.36,1,2.30962,0.002377,0.002377,0.002377
79,594.761,0.14104,0.28,1,2.20249,0.002278,0.002278,0.002278
80,602.229,0.12684,0.32,1,2.37835,0.002179,0.002179,0.002179
81,609.661,0.13993,0.32,1,2.34444,0.00208,0.00208,0.00208
82,617.093,0.12039,0.32,1,2.36372,0.001981,0.001981,0.001981
83,624.543,0.06777,0.32,1,2.04808,0.001882,0.001882,0.001882
84,632.026,0.08806,0.4,1,2.11695,0.001783,0.001783,0.001783
85,639.51,0.06417,0.4,1,1.8097,0.001684,0.001684,0.001684
86,646.926,0.07827,0.48,1,2.02004,0.001585,0.001585,0.001585
87,654.367,0.11905,0.48,1,2.02314,0.001486,0.001486,0.001486
88,661.868,0.12249,0.44,1,2.20125,0.001387,0.001387,0.001387
89,669.309,0.07616,0.44,1,2.23922,0.001288,0.001288,0.001288
90,676.775,0.08205,0.56,1,2.03123,0.001189,0.001189,0.001189
91,684.335,0.10857,0.4,1,2.11766,0.00109,0.00109,0.00109
92,691.849,0.07705,0.4,1,2.11685,0.000991,0.000991,0.000991
93,699.358,0.12258,0.44,1,2.02358,0.000892,0.000892,0.000892
94,706.824,0.06523,0.36,1,2.31762,0.000793,0.000793,0.000793
95,714.308,0.06254,0.36,1,2.02899,0.000694,0.000694,0.000694
96,721.815,0.084,0.36,1,2.17632,0.000595,0.000595,0.000595
97,729.29,0.06059,0.36,1,2.12239,0.000496,0.000496,0.000496
98,737.269,0.09341,0.36,1,1.97545,0.000397,0.000397,0.000397
99,744.759,0.05564,0.36,1,2.32394,0.000298,0.000298,0.000298
100,752.21,0.04291,0.44,1,2.11515,0.000199,0.000199,0.000199
