epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
45,48.7949,0.50724,0.3,1,11.4572,0.005644,0.005644,0.005644
46,49.8264,0.48454,0.3,1,10.1347,0.005545,0.005545,0.005545
47,50.8792,0.55722,0.3,1,7.32525,0.005446,0.005446,0.005446
48,51.8998,0.59107,0.4,1,6.03129,0.005347,0.005347,0.005347
49,52.8804,0.48499,0.4,1,6.03129,0.005248,0.005248,0.005248
50,53.8933,0.92759,0.4,1,5.42244,0.005149,0.005149,0.005149
51,54.9135,1.05811,0.4,1,5.58102,0.00505,0.00505,0.00505
52,55.9069,0.36343,0.3,1,5.86122,0.004951,0.004951,0.004951
53,56.886,0.51799,0.3,1,5.86122,0.004852,0.004852,0.004852
54,57.8966,0.69523,0.3,1,6.53676,0.004753,0.004753,0.004753
55,58.9096,0.83379,0.4,1,6.82332,0.004654,0.004654,0.004654
56,59.9242,0.68782,0.4,1,7.2673,0.004555,0.004555,0.004555
57,60.9001,0.54371,0.4,1,7.2673,0.004456,0.004456,0.004456
58,61.9296,0.55808,0.4,1,7.25294,0.004357,0.004357,0.004357
59,62.9486,0.35608,0.4,1,5.36127,0.004258,0.004258,0.004258
60,63.9414,0.29857,0.5,1,3.68641,0.004159,0.004159,0.004159
61,64.9185,0.30327,0.5,1,3.68641,0.00406,0.00406,0.00406
62,65.9285,0.23716,0.5,1,3.01575,0.003961,0.003961,0.003961
63,66.9513,0.2986,0.4,1,2.45668,0.003862,0.003862,0.003862
64,67.9938,0.50887,0.5,1,2.28319,0.003763,0.003763,0.003763
65,68.9672,0.26656,0.5,1,2.28319,0.003664,0.003664,0.003664
66,69.9851,0.28052,0.6,1,2.30084,0.003565,0.003565,0.003565
67,71.0005,0.26808,0.6,1,2.33287,0.003466,0.003466,0.003466
68,72.0212,0.35822,0.5,1,2.96321,0.003367,0.003367,0.003367
69,72.9981,0.3242,0.5,1,2.96321,0.003268,0.003268,0.003268
70,74.0078,0.39309,0.5,1,3.61391,0.003169,0.003169,0.003169
71,75.0313,0.52922,0.4,1,4.95973,0.00307,0.00307,0.00307
72,76.0263,0.42855,0.3,1,4.61221,0.002971,0.002971,0.002971
73,77.0078,0.13751,0.3,1,4.61221,0.002872,0.002872,0.002872
74,78.0227,0.24794,0.3,1,4.2145,0.002773,0.002773,0.002773
75,79.0391,0.29306,0.4,1,3.65708,0.002674,0.002674,0.002674
76,80.0442,0.36815,0.6,1,3.50821,0.002575,0.002575,0.002575
77,81.0269,0.18189,0.6,1,3.50821,0.002476,0.002476,0.002476
78,82.0408,0.35242,0.5,1,3.37438,0.002377,0.002377,0.002377
79,83.1296,0.20042,0.6,1,3.32082,0.002278,0.002278,0.002278
80,84.1288,0.20675,0.6,1,3.40285,0.002179,0.002179,0.002179
81,85.1182,0.40167,0.6,1,3.40285,0.00208,0.00208,0.00208
82,86.1418,0.06822,0.6,1,3.31959,0.001981,0.001981,0.001981
83,87.1866,0.51719,0.7,1,3.2301,0.001882,0.001882,0.001882
84,88.2071,0.22284,0.6,1,3.13913,0.001783,0.001783,0.001783
85,89.2327,0.21967,0.6,1,3.13913,0.001684,0.001684,0.001684
86,90.2804,0.20398,0.6,1,3.01605,0.001585,0.001585,0.001585
87,91.3083,0.51147,0.6,1,3.14044,0.001486,0.001486,0.001486
88,92.3329,0.66441,0.7,1,3.06662,0.001387,0.001387,0.001387
89,93.3381,0.14052,0.7,1,3.06662,0.001288,0.001288,0.001288
90,94.3599,0.26384,0.7,1,3.0359,0.001189,0.001189,0.001189
91,95.412,0.31065,0.5,1,3.09783,0.00109,0.00109,0.00109
92,96.4136,0.48569,0.5,1,3.31095,0.000991,0.000991,0.000991
93,97.4268,0.16485,0.5,1,3.31095,0.000892,0.000892,0.000892
94,98.4731,0.12203,0.5,1,3.18845,0.000793,0.000793,0.000793
95,99.5195,0.52234,0.4,1,3.25069,0.000694,0.000694,0.000694
96,100.536,0.09376,0.4,1,3.42123,0.000595,0.000595,0.000595
97,101.549,0.20284,0.4,1,3.42123,0.000496,0.000496,0.000496
98,102.592,0.04402,0.4,1,3.40879,0.000397,0.000397,0.000397
99,103.622,0.07842,0.4,1,3.26432,0.000298,0.000298,0.000298
100,104.685,0.36831,0.4,1,3.22169,0.000199,0.000199,0.000199
